DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,ppu,ppr,gamb_ss_Q0,irs_dif_gamb_ss,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,irs_dif_arab,arab_Q_in,arab_Q_bed,fun_Q0,irs_dif_fun,fun_Q_in,fun_Q_bed,draw,total_M
101974,0.032691,0.767336,0.199973,0.28461,0.276726,0.057839,0.0313308,-0.0253619,-0.0269997,-0.0600923,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.03621045,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.31136
101975,0.6727499,0.1274103,0.1998398,0.2852158,0.3797494,0.1911644,0.1441732,0.1570675,0.02979764,0.03589829,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.4828804,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,150
101976,0.6770432,0.1286292,0.1943275,0.2858061,0.40812,0.1729604,0.16144,0.1451071,0.03956151,0.03061135,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.218133,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,46.11922
101977,0.3228999,0.4875394,0.1895607,0.2863148,0.363132,0.1250873,0.1173269,0.06916764,0.0149421,-0.02640134,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.164018,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.19545
101978,0.5106566,0.2893519,0.1999914,0.286909,0.428035,0.1131725,0.1909671,0.08724334,0.05409461,0.005978865,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.1747403,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,33.25966
101979,0.5895654,0.2104622,0.1999725,0.2870837,0.3721341,0.1471386,0.1479049,0.09208827,0.04306132,0.007802603,0.0603,0.0143,0.0218,0,0.0419,0.0534,0.0831,0.1338,0.2003,0.2927,0.3899,0.4125,0.4267,0.5178,0.5968,0.6502,0.7964,0.8775,0.823,0.8499,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.06952609,0.3644968,0.21,0.13,0.13,0.13,0.4358534,3,2,10,0.2160576,0.2544778,0.8791717,0.0253781,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,150
101981,0.1819391,0.6187801,0.1992808,0.2854422,-0.2977428,-0.2803376,0.02682567,0.2609257,0.08731619,-0.06485573,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05067999,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.96222
101982,0.4646012,0.3373258,0.198073,0.2844422,-0.2196532,-0.2961142,-0.01446143,0.3005579,0.1635666,-0.03314707,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02028165,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.58227
101984,0.007216576,0.7927888,0.1999947,0.2863966,-0.3253019,-0.2958029,0.02943347,0.2861667,0.1198683,-0.07032378,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01699908,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.70017
101985,0.02417382,0.7758298,0.1999964,0.2864688,-0.336948,-0.2800492,0.05406304,0.2583479,0.06489817,-0.07384999,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267756,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.81441
101986,0.02137258,0.7798135,0.1988139,0.2851805,-0.1767984,-0.177533,0.03831833,0.2323935,0.07500896,-0.06085507,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05412224,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.97742
101987,0.08519378,0.7187894,0.1960168,0.2857247,-0.2850953,-0.2790599,0.01054348,0.2554469,0.09091373,-0.06750358,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05537545,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,1.03419
101989,0.9994312,2.78E-04,2.90E-04,0.28399,-0.1844096,-0.3316659,-0.07403203,0.3082761,0.2037922,-0.03120624,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007525838,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.46083
101990,0.8457097,0.06557192,0.08871842,0.284307,-0.1822655,-0.2318307,-0.009128875,0.2522168,0.1287863,-0.05954071,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04550437,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.75134
101992,0.623291,0.1937594,0.1829496,0.2833052,-0.1766626,-0.3046626,-0.03579142,0.3000202,0.183153,-0.02593905,0.0521,0.0116,0.0163,0,0.034,0.0487,0,0.0721,0.08,0,0.1191,0.1858,0.245,0.2973,0.145,0.1044,0.1006,0.1407,0.1148,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01349499,3,2,10,0.0619933,0.0524067,0.2751908,0.2944832,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,0.51386
102012,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2373362,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.50599
102013,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1117258,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,15.34993
102014,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1746709,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,26.7922
102015,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1042838,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,14.05378
102016,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2246957,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,30.63655
102017,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1810291,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,26.37989
102018,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1851576,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,28.89539
102019,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.199731,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.76785
102020,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2331519,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.50588
102021,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1586361,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,20.44043
102022,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1602013,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,21.57569
102023,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2229511,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.50584
102024,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2298538,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.50598
102025,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1648587,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,23.76307
102026,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1340505,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,18.72398
102027,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.190552,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,30.50749
102028,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2121404,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,31.19064
102029,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1825381,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.38332
102030,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.205574,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.05251
102031,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2230332,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.5058
102032,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2022243,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,32.6422
102033,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.2227688,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.50588
102034,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1894111,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.50996
102035,0.4501153,0.3499388,0.1999459,0.2873091,0.4222885,0.1214398,0.1830138,0.09893431,0.05227771,0.01266902,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.126626,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,17.72156
102036,0.7612603,0.03878775,0.1999519,0.284982,0.3858922,0.1673458,0.1187882,0.1133089,0.02842059,-0.01983698,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1919489,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,28.08304
102037,0.7526629,0.0473391,0.199998,0.2855385,0.4282612,0.14729,0.1782714,0.1271975,0.03953138,0.01256586,0.0544,0.0156,0.0281,0,0.0912,0.1814,0.2572,0.379,0.3796,0.4386,0.4996,0.5153,0.4674,0.5625,0.762,0.8827,0.6548,0.751,0.9952,0.7875,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1192996,0.1684247,3,2,10,0.2326756,0.258236,0.7867945,0.1498261,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,25.09825
