DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,ppu,ppr,gamb_ss_Q0,irs_dif_gamb_ss,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,irs_dif_arab,arab_Q_in,arab_Q_bed,fun_Q0,irs_dif_fun,fun_Q_in,fun_Q_bed,draw,total_M
100533,0.7999001,1.10E-04,0.19999,0.2859481,-0.1872679,-0.09856478,-0.1203814,0.03817099,0.04835376,-0.01101434,0.0499,0.0103,0.0131,0,0.025,0.0361,0,0.087,0.1406,0.1558,0.1672,0.1914,0.2373,0.5058,0.7483,0.3627,0.3822,0.6856,0.7851,0.6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1691297,3,2,10,0.1696404,0.05675958,0.25,0.4062616,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,3.91058
100534,0.7648673,0.03513475,0.199998,0.2855018,-0.04007354,-0.02382631,-0.1652094,-0.05433268,-0.002636765,0.02115141,0.0499,0.0103,0.0131,0,0.025,0.0361,0,0.087,0.1406,0.1558,0.1672,0.1914,0.2373,0.5058,0.7483,0.3627,0.3822,0.6856,0.7851,0.6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5239782,3,2,10,0.1696404,0.05675958,0.25,0.4062616,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,19.88904
100535,0.7999833,2.26E-05,0.1999941,0.2858801,-0.1687044,-0.07578329,-0.1159455,0.01507081,0.03643027,0.0131627,0.0499,0.0103,0.0131,0,0.025,0.0361,0,0.087,0.1406,0.1558,0.1672,0.1914,0.2373,0.5058,0.7483,0.3627,0.3822,0.6856,0.7851,0.6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148128,3,2,10,0.1696404,0.05675958,0.25,0.4062616,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,8.649
100536,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4778436,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,49.27983
100537,0.7983855,0.001616522,0.199998,0.2852762,-0.02490058,-0.02158552,-0.05323142,-0.02437968,-0.01684616,-0.007428226,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2469237,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,15.05526
100538,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.3593186,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,29.72434
100539,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2880027,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,19.69161
100540,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4550431,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,43.89068
100541,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4398957,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,41.63309
100542,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1966607,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,11.06465
100543,0.7999979,4.08E-06,0.199998,0.2850262,0.1810043,0.004394474,-0.07434068,-0.01450295,-0.002484756,-0.01736744,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2441037,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,16.11488
100544,0.7977255,0.002276469,0.199998,0.2853186,0.1538807,-0.007936992,-0.06640709,-0.006911081,-0.006941872,-0.01915571,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1641598,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,8.85807
100545,0.7999821,2.49E-05,0.199993,0.2848687,0.200933,0.0963817,-0.08051533,-0.09525649,-0.006120772,-0.06048302,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1885998,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,11.34837
100546,0.7990175,0.001231261,0.1997513,0.2848127,0.2382285,0.1128549,-0.06458161,-0.08397572,-0.02056127,-0.08007781,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.3014615,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,23.94462
100547,0.7999941,7.96E-06,0.199998,0.2848285,0.1656803,0.02386019,-0.07266148,-0.05410968,-0.007671564,-0.017383,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1684316,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,9.33582
100548,0.7999941,7.96E-06,0.199998,0.2848285,0.1656803,0.02386019,-0.07266148,-0.05410968,-0.007671564,-0.017383,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.16098,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,8.8521
100549,0.7977255,0.002276469,0.199998,0.2853186,0.1538807,-0.007936992,-0.06640709,-0.006911081,-0.006941872,-0.01915571,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.368534,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,30.87555
100550,0.7936826,0.006319359,0.199998,0.2854025,0.3199686,0.04128939,0.005829666,0.01176318,-0.0318221,-0.02761435,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4392921,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,45.45764
100551,0.7999941,7.96E-06,0.199998,0.2848285,0.1656803,0.02386019,-0.07266148,-0.05410968,-0.007671564,-0.017383,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2967414,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,21.50876
100552,0.661259,0.138743,0.199998,0.2852441,0.1303287,0.02122684,-0.06054956,-0.02007369,0.005937548,-0.0187793,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.3680658,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,32.60264
100553,0.7983855,0.001616522,0.199998,0.2852762,-0.02490058,-0.02158552,-0.05323142,-0.02437968,-0.01684616,-0.007428226,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1998963,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,10.82279
100554,0.6595637,0.1404383,0.199998,0.2852439,0.1313512,0.02142663,-0.06060092,-0.01995597,0.006148796,-0.01871541,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1442514,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,7.82334
100555,0.7983855,0.001616522,0.199998,0.2852762,-0.02490058,-0.02158552,-0.05323142,-0.02437968,-0.01684616,-0.007428226,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4273261,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,40.62251
100556,0.7977255,0.002276469,0.199998,0.2853186,0.1538807,-0.007936992,-0.06640709,-0.006911081,-0.006941872,-0.01915571,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2165051,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,13.2118
100557,0.6610987,0.1389271,0.1999743,0.2852427,0.1327265,0.02210164,-0.06015794,-0.01979684,0.005991102,-0.01893922,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.1696182,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,9.69142
100558,0.7983855,0.001616522,0.199998,0.2852762,-0.02490058,-0.02158552,-0.05323142,-0.02437968,-0.01684616,-0.007428226,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.2709815,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,17.61944
100559,0.7936826,0.006319359,0.199998,0.2854025,0.3199686,0.04128939,0.005829666,0.01176318,-0.0318221,-0.02761435,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4370634,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,45.13279
100560,0.6563152,0.143687,0.1999979,0.2852496,-0.04679875,-0.008903568,-0.08564874,-0.04071949,-0.01161528,-0.02063944,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.4127856,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,37.52035
100561,0.7983855,0.001616522,0.199998,0.2852762,-0.02490058,-0.02158552,-0.05323142,-0.02437968,-0.01684616,-0.007428226,0.0504,0.0106,0.0139,0,0.0254,0.0299,0,0.0569,0.0612,0.1111,0.2891,0.406,0.4209,0.5518,0.6501,0.5496,0.6603,0.8801,0.9072,0.8314,0,0,0,0,0,0,0,0,0,0,0.0014,0.0015,0.0015,0.0017,0.002665854,0.002553338,0.002598474,0.002598474,0.002598474,0.002598474,0.3229817,3,2,10,0.2829182,0.0395838,0.477672,0.4671036,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,22.69712
100562,0.8000002,2.26E-06,0.1999975,0.2848725,0.2493034,0.08595781,-0.05981768,-0.08836517,-0.03869355,-0.0673697,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1506031,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.44393
100563,0.7999995,3.19E-06,0.1999974,0.2848336,0.2104275,0.08068255,-0.0727565,-0.0959023,-0.005734685,-0.04866461,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1468543,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.23198
100564,0.7999843,1.77E-05,0.199998,0.2850798,0.09180409,0.0143931,-0.09769371,-0.07109296,-0.006956737,-0.001273468,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1694231,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.54932
100565,0.7999829,1.91E-05,0.199998,0.2852705,0.09565762,2.66E-04,-0.1146091,-0.0771526,-0.01315924,0.02052803,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2478254,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,10.30047
100566,0.799992,1.25E-05,0.1999955,0.2851306,0.2754838,0.111111,-0.03434905,-0.05462009,-0.03937835,-0.05998364,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2198454,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,10.64711
100567,0.800002,0,0.199998,0.2850774,0.2361601,0.08017879,-0.05152208,-0.09110443,-0.0123652,-0.05574212,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2383014,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,10.97972
100568,0.7975903,0.002411728,0.199998,0.2852453,-0.05760022,-0.03194459,-0.07944426,-0.01317484,-0.01559495,0.004147206,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2485796,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,9.58288
100569,0.7999937,1.03E-05,0.1999959,0.2851765,0.2506593,0.08306563,-0.05560237,-0.09100719,-0.0356978,-0.06649254,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2617958,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,12.8494
100570,0.8000016,3.94E-07,0.199998,0.2850385,0.1459449,0.05034449,-0.08305122,-0.08304391,0.0115559,0.004272514,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1705593,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.91214
100571,0.799992,1.25E-05,0.1999955,0.2851306,0.2754838,0.111111,-0.03434905,-0.05462009,-0.03937835,-0.05998364,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1493623,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,6.59249
100572,0.7999995,3.19E-06,0.1999974,0.2848336,0.2104275,0.08068255,-0.0727565,-0.0959023,-0.005734685,-0.04866461,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1948775,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,8.40527
100573,0.7851564,0.01484557,0.199998,0.2852825,0.006420982,-0.02032622,-0.1101399,-0.03803741,-0.0143712,0.01237219,0.0495,0.0099,0.0121,0,0.0202,0.0246,0,0.0433,0.0599,0.0912,0.193,0.2719,0.2542,0.4248,0.7821,0.7206,0.4953,0.5175,0.4133,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2998479,3,2,10,0.1712452,0.2143548,0.3333333,0.1470783,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,12.83215
100606,0.567998,0.232004,0.199998,79.3987,85.758,44.6757,15.5267,36.5635,4.37585,8.10162,0.066,0.0225,0.0465,0.1426,0.2548,0.4227,0.4928,0.7582,0.9689,0.7093,0.6612,0.6728,0.7131,0.7847,0.574,0.8157,1,0.6526,0.8755,0.9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.04143957,0.03,0.03,0.03,0.03,0,3,2,10,0.3342509,0.05374906,0.2941176,0.202118,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,1.73939
100607,0.567998,0.232004,0.199998,74.9401,91.2323,44.3558,24.9199,24.4065,6.1569,0.916589,0.066,0.0225,0.0465,0.1426,0.2548,0.4227,0.4928,0.7582,0.9689,0.7093,0.6612,0.6728,0.7131,0.7847,0.574,0.8157,1,0.6526,0.8755,0.9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.04143957,0.03,0.03,0.03,0.03,0,3,2,10,0.3342509,0.05374906,0.2941176,0.202118,0.92,0.813,0.97,0.89,0.71,0.422,0.96,0.9,0.94,0.813,0.98,0.9,0,1.94915
